Source,Target
61556738729809,100048843586832
61556738729809,100028911252007
61556738729809,100022018094606
61556738729809,100053543047097
61556738729809,100016764784980
61556738729809,100050165913813
61556738729809,100007781775458
61556738729809,100085223787257
61556738729809,61560082322600
61556738729809,100057455474405
61556738729809,100091507358682
61556738729809,100061652560198
61556738729809,100075905346438
61556738729809,100082272285564
61556738729809,100029317205794
61556738729809,100035957405556
61556738729809,61553628396737
61556738729809,100076519573216
61556738729809,61556696850274
61556738729809,100074959581000
61556738729809,100078837252454
61556738729809,100059853201129
61556738729809,61554915431792
61556738729809,100083856866712
61556738729809,100092019707383
61556738729809,100082007520705
61556738729809,100027345253080
61556738729809,100063541380208
61556738729809,100068246993114
61556738729809,100012894038865
61556738729809,61561473827978
61556738729809,61552268211140
61556738729809,100014175103552
61556738729809,100067548376985
61556738729809,100080805487256
61556738729809,100093809927142
61556738729809,100079158353439
61556738729809,100017313669360
61556738729809,100045783225983
61556738729809,100025556970696
61556738729809,100054079831956
61556738729809,100054910423397
61556738729809,100006859542189
61556738729809,100053853641966
61556738729809,100081074267996
61556738729809,100027755682632
61556738729809,100073483181771
61556738729809,100015163327823
61556738729809,100048035287332
61556738729809,100094358730295
61556738729809,100072211311322
61556738729809,61569192665391
61556738729809,61552170674224
61556738729809,100033431448821
61556738729809,100092691474417
61556738729809,100059862954076
61556738729809,100003078803520
100095103133859,100088594703151
100095103133859,100041484623620
100095103133859,61550283796273
100095103133859,100014317358185
100095103133859,61550126819200
100095103133859,100054910423397
100095103133859,100065090642633
100095103133859,61556738729809
100095103133859,100040497994033
100095103133859,61552690064279
100095103133859,100092742712317
100095103133859,100029031125985
100095103133859,61556408665865
100095103133859,61556226694645
100095103133859,100085357846748
100095103133859,100026234840426
100095103133859,61557437452288
100095103133859,100022018094606
100095103133859,100038882689854
100095103133859,61560082322600
100095103133859,100015173311892
100095103133859,100017313669360
100095103133859,100045783225983
100095103133859,61552268211140
100095103133859,61550159922139
100095103133859,100077357386019
100095103133859,100043324862425
100095103133859,100004704511136
100095103133859,100095220515898
100095103133859,100004535224928
100095103133859,100038153348866
100095103133859,100092874405676
100095103133859,100054079831956
100095103133859,100062367816408
100095103133859,100053853641966
100095103133859,100008324950136
100095103133859,100036866663220
100095103133859,100013901134343
100095103133859,100052029754426
100095103133859,100014273507985
100095103133859,100029944395177
100095103133859,100060199256939
100095103133859,100016445409072
100095103133859,100082856597891
100095103133859,100016764784980
100095103133859,100027252690464
100095103133859,61550487225451
100095103133859,100017358190593
100095103133859,100037873230140
100095103133859,100087381454173
100095103133859,100050516198168
100095103133859,100077281223177
100095103133859,100033790355395
100095103133859,100030019039187
100095103133859,100012069631659
100095103133859,61556942753538
100095103133859,100049518101568
100095103133859,100068246993114
100095103133859,100072043896456
100095103133859,100052082370631
100095103133859,100093988186744
100095103133859,100095103133859
100095103133859,100046446772480
100095103133859,100007781775458
100095103133859,100011523067971
100095103133859,100047315741656
100095103133859,100076519573216
100095103133859,100055855084336
100095103133859,100094639776420
100095103133859,100067926521436
100095103133859,100032368823060
100095103133859,100052660100204
100095103133859,100095233511426
100095103133859,100005073545491
100095103133859,100053959324546
100095103133859,100069753923088
100095103133859,100023301432395
100095103133859,100034146016019
100095103133859,100057840130465
100095103133859,100075390242427
100095103133859,100089005904796
100095103133859,100028731604754
100095103133859,100011464279986
100095103133859,100086883931832
100095103133859,100084546131025
100095103133859,100025556970696
100041484623620,100088594703151
100041484623620,61550283796273
100041484623620,100008345610005
100041484623620,61556738729809
100041484623620,100095103133859
100041484623620,100041484623620
100041484623620,100085515082566
100041484623620,100030019039187
100041484623620,61552640409239
100041484623620,100060199256939
100041484623620,100075905346438
100041484623620,61556942753538
100041484623620,100012069631659
100041484623620,100052082370631
100041484623620,100093988186744
100041484623620,100008324950136
100041484623620,100054079831956
100041484623620,100046446772480
100041484623620,100007781775458
100041484623620,100011426831230
100041484623620,100023596429782
100041484623620,100029031125985
100041484623620,100066696593942
100041484623620,100052029754426
100041484623620,100095220515898
100041484623620,100082856597891
100041484623620,61560082322600
100041484623620,100043324862425
100041484623620,100063007507024
100041484623620,100061652560198
100041484623620,61556104888322
100041484623620,100074959581000
100041484623620,100085357846748
100041484623620,100073483181771
100041484623620,100086883931832
100041484623620,100035957405556
100041484623620,61554915431792
100041484623620,100065144320327
100041484623620,100070435053033
100041484623620,61552690064279
100041484623620,100091635555706
100041484623620,100095319623416
100041484623620,100068040733348
100041484623620,100095185989683
100041484623620,100092742712317
100041484623620,61568587877172
100008324950136,61550283796273
100008324950136,100077357386019
100008324950136,100038153348866
100008324950136,61551703232733
100008324950136,61556738729809
100008324950136,100040497994033
100008324950136,61558848386742
100008324950136,100022018094606
100008324950136,61567528293842
100008324950136,100085357846748
100008324950136,100072043896456
100008324950136,100054910423397
100008324950136,61550159922139
100008324950136,100043324862425
100008324950136,100004704511136
100008324950136,100095220515898
100008324950136,100004535224928
100008324950136,100088594703151
100008324950136,100038882689854
100008324950136,100062367816408
100008324950136,100054079831956
100008324950136,100053853641966
100008324950136,61552268211140
100008324950136,100008324950136
100008324950136,100060199256939
100008324950136,100050630497530
100008324950136,100095103133859
100008324950136,100082272285564
100008324950136,100090780053001
100008324950136,100008345610005
100008324950136,100016764784980
100008324950136,100025556970696
100008324950136,100078958022860
100008324950136,100014273507985
100008324950136,100016445409072
100008324950136,100082856597891
100008324950136,100068027373228
100008324950136,100053677395923
100008324950136,100023951380992
100008324950136,100011523067971
100008324950136,100027896165528
100008324950136,100074816495746
100008324950136,100030019039187
100008324950136,100041484623620
100008324950136,100048843586832
100008324950136,100024948593149
100008324950136,61561473827978
100008324950136,2213274335706797
100008324950136,61554915431792
100008324950136,61551405482608
100008324950136,100085515082566
100008324950136,100082141163397
100008324950136,100092571057038
100008324950136,100068246993114
100008324950136,100091244434585
100008324950136,100082958383698
100008324950136,100026678832145
100008324950136,100084546131025
100008324950136,100092742712317
100008324950136,1093802815398102
100008324950136,61560482101714
100008324950136,61568587877172
100008324950136,100095319623416
100008324950136,61552690064279
100008324950136,100011426831230
100008324950136,61557547388955
100008324950136,100046446772480
100008324950136,100054304611470
100077357386019,61550283796273
100077357386019,100008324950136
100077357386019,100077357386019
100077357386019,100014317358185
100077357386019,61550126819200
100077357386019,100054910423397
100077357386019,100065090642633
100077357386019,61557338109191
100077357386019,100085515082566
100077357386019,61558848386742
100077357386019,100088594703151
100077357386019,61550159922139
100077357386019,100043324862425
100077357386019,100084546131025
100077357386019,100034706624027
100077357386019,100040497994033
100077357386019,100095103133859
100077357386019,100095220515898
100077357386019,100085357846748
100077357386019,100004704511136
100077357386019,100004535224928
100077357386019,100048843586832
100077357386019,61568816541792
100077357386019,100092019707383
100077357386019,61552690064279
100077357386019,100065845207078
100077357386019,100023596429782
100077357386019,61569192665391
100077357386019,100026234840426
100077357386019,61556408665865
100077357386019,100091507358682
100077357386019,100049603982249
100077357386019,100010420908531
100077357386019,100085223787257
100077357386019,100046446772480
100077357386019,100052243085939
100077357386019,100023951380992
100077357386019,100024948593149
100077357386019,61560082322600
100077357386019,100038882689854
100077357386019,61554776668970
100077357386019,100053677395923
100077357386019,61551221232905
100077357386019,100053853641966
100077357386019,100038153348866
100077357386019,100028674397070
100077357386019,61552268211140
100077357386019,100035957405556
100077357386019,100025556970696
100077357386019,100012894038865
100077357386019,100012321823470
100065090642633,61550283796273
100065090642633,100014317358185
100065090642633,61550126819200
100065090642633,100054910423397
100065090642633,100065090642633
100065090642633,100095103133859
100065090642633,100077357386019
100014317358185,61550283796273
100014317358185,100065090642633
100014317358185,100014317358185
100014317358185,61550126819200
100014317358185,100054910423397
100014317358185,100095103133859
100014317358185,100077357386019
100014317358185,100048843586832
100014317358185,100077063509192
100014317358185,100072043896456
100014317358185,100012321823470
100014317358185,100049518101568
100014317358185,100085357846748
100014317358185,100068246993114
100014317358185,100033790355395
100014317358185,100082856597891
100014317358185,100023725792336
100014317358185,61553628396737
100014317358185,100084546131025
100014317358185,100063007507024
100014317358185,100079490913245
100014317358185,100077647720238
100014317358185,61556320383064
100014317358185,100074959581000
100014317358185,100052660100204
100014317358185,100074882095801
100014317358185,100017358190593
100014317358185,61554915431792
100014317358185,100012894038865
100014317358185,61550159922139
100014317358185,100085515082566
100014317358185,100080496498831
100014317358185,100026234840426
100014317358185,100086883931832
100014317358185,100053677395923
100014317358185,100053853641966
100014317358185,100025556970696
100014317358185,100043324862425
100014317358185,100095220515898
100014317358185,100038598871766
100014317358185,100060199256939
100014317358185,100077281223177
61550126819200,61550283796273
61550126819200,100065090642633
61550126819200,100014317358185
61550126819200,100095103133859
61550126819200,61550126819200
61550126819200,100054910423397
61550126819200,100077357386019
61550126819200,61562087791113
61550126819200,100092403011269
61550126819200,100048843586832
61550126819200,100013901134343
61550126819200,100024948593149
61550126819200,61561473827978
61550126819200,61552640409239
61550126819200,100049518101568
61550126819200,100053677395923
61550126819200,100088156207307
100054910423397,61550283796273
100054910423397,100065090642633
100054910423397,100014317358185
100054910423397,100095103133859
100054910423397,61550126819200
100054910423397,100077357386019
100054910423397,100054910423397
100054910423397,100072043896456
100054910423397,100092019707383
100054910423397,100091244434585
100054910423397,61567688163361
100054910423397,61567528293842
100054910423397,100023287521654
100054910423397,100041593273575
100054910423397,100008324950136
100054910423397,100050295917797
100054910423397,61551221232905
100054910423397,100017358190593
100054910423397,100085357846748
100054910423397,100085223787257
100054910423397,100038882689854
100054910423397,100054079831956
100054910423397,100062367816408
100054910423397,100053853641966
100054910423397,100004704511136
100054910423397,61552268211140
100054910423397,61560082322600
100054910423397,100025556970696
100054910423397,100008345610005
100054910423397,61556738729809
100054910423397,100006859542189
100054910423397,100074959581000
100054910423397,100081074267996
100054910423397,100016764784980
100054910423397,100075905346438
100054910423397,100027755682632
100054910423397,100073483181771
100054910423397,100007781775458
100054910423397,100035957405556
100054910423397,100051062040593
100054910423397,100012069631659
100054910423397,100013386572167
100054910423397,100053677395923
100054910423397,100088594703151
100054910423397,100026606032605
100054910423397,100088155348975
100054910423397,61550777121357
100054910423397,100022617162120
100054910423397,61552640409239
100054910423397,100060199256939
100054910423397,100028674397070
100054910423397,100023596429782
100054910423397,100052660100204
100054910423397,100049055183127
100054910423397,100082958383698
100054910423397,100030019039187
100054910423397,100073550844434
100054910423397,100082141163397
100054910423397,100029031125985
100054910423397,100077063509192
100054910423397,100012321823470
100054910423397,100049518101568
100054910423397,100033790355395
100054910423397,100068246993114
100054910423397,100046767366765
100054910423397,100029111360303
100054910423397,100082856597891
100054910423397,61554915431792
100054910423397,100015163327823
100054910423397,100048035287332
100054910423397,100072211311322
100054910423397,61569192665391
100054910423397,100094358730295
100054910423397,61552170674224
100054910423397,100033431448821
100054910423397,100092691474417
100054910423397,61552690064279
100054910423397,100012894038865
100054910423397,100035374776742
100054910423397,61557389442048
100054910423397,61558473848099
100054910423397,100077647720238
100054910423397,100064146761676
100054910423397,61550764181688
100054910423397,100046446772480
100054910423397,100087381454173
100054910423397,100023725792336
100054910423397,61556243609779
100054910423397,100080805487256
100054910423397,100049603982249
100054910423397,100010477330113
100054910423397,100042778001365
100054910423397,61550487225451
100054910423397,100053543047097
100054910423397,61553628396737
100054910423397,100014273507985
100054910423397,100085515082566
100054910423397,100005073545491
100054910423397,100053959324546
100054910423397,100092874405676
100054910423397,100082618777119
100054910423397,100040497994033
100054910423397,100043324862425
100054910423397,100095220515898
100054910423397,100023301432395
100054910423397,100013031074559
100054910423397,100027252690464
61551703232733,61560082322600
61551703232733,100083856866712
61551703232733,61551703232733
61551703232733,100008324950136
61551703232733,61561061384487
61551703232733,100042289609000
61551703232733,100053677395923
61551703232733,61551221232905
61551703232733,100050630497530
61551703232733,100082272285564
61551703232733,100038153348866
61551703232733,61552268211140
61560082322600,100038153348866
61560082322600,61551703232733
61560082322600,100082856597891
61560082322600,61560082322600
61560082322600,100091507358682
61560082322600,61556738729809
61560082322600,100057455474405
61560082322600,100053543047097
61560082322600,100061652560198
61560082322600,100075905346438
61560082322600,100016764784980
61560082322600,100082272285564
61560082322600,100007781775458
61560082322600,100029317205794
61560082322600,100035957405556
61560082322600,100060199256939
61560082322600,61552268211140
61560082322600,100014175103552
61560082322600,100012894038865
61560082322600,61561473827978
61560082322600,61552640409239
61560082322600,100067548376985
61560082322600,100053677395923
61560082322600,100080805487256
61560082322600,100029031125985
61560082322600,100093809927142
61560082322600,100079158353439
61560082322600,100022018094606
61560082322600,100091244434585
61560082322600,100020009761109
61560082322600,100046446772480
61560082322600,100051642313335
61560082322600,100038882689854
61560082322600,100015173311892
61560082322600,100085357846748
61560082322600,100029324151970
61560082322600,100022617162120
61560082322600,100041593273575
61560082322600,100080496498831
61560082322600,100050630497530
61560082322600,100053853641966
61560082322600,100095103133859
61560082322600,100004704511136
61560082322600,2155838621458600
61560082322600,100028674397070
61560082322600,100017313669360
61560082322600,100045783225983
61560082322600,61564938007245
61560082322600,100050295917797
61560082322600,100057421786920
61560082322600,100003078803520
61560082322600,100043324862425
61560082322600,100040497994033
61560082322600,100001928784511
61560082322600,100008345610005
61560082322600,100054079831956
61560082322600,100054910423397
61560082322600,100025556970696
61560082322600,61552690064279
61560082322600,100023951380992
61560082322600,100086883931832
61560082322600,61556104888322
61560082322600,100041484623620
61560082322600,100049692880574
61560082322600,100088155348975
61560082322600,100085515082566
61560082322600,100084311477718
61560082322600,100072508836240
61560082322600,61555575823818
61560082322600,100024948593149
61560082322600,100077357386019
61560082322600,61550283796273
100083856866712,100038153348866
100083856866712,61551703232733
100083856866712,100088594703151
100083856866712,61556738729809
61551703232733,61560082322600
61551703232733,100083856866712
61551703232733,100038153348866
61551703232733,61551703232733
61551703232733,100008324950136
61551703232733,61561061384487
61551703232733,100042289609000
61551703232733,100053677395923
61551703232733,61551221232905
61551703232733,100050630497530
61551703232733,100082272285564
61551703232733,61552268211140
61551703232733,100022018094606
61561061384487,100038153348866
61561061384487,61551703232733
100042289609000,100038153348866
100042289609000,61551703232733
100042289609000,100017313669360
100042289609000,100085357846748
100042289609000,100045783225983
100042289609000,61552268211140
100042289609000,100057333633567
100042289609000,100012280367226
100042289609000,100089342055866
100042289609000,100014565602468
100042289609000,100016486989966
100053677395923,100038153348866
100053677395923,61551703232733
100053677395923,61556738729809
100053677395923,100085357846748
100053677395923,61550283796273
100053677395923,100060199256939
100053677395923,61560082322600
100053677395923,61552268211140
100053677395923,100014175103552
100053677395923,100053677395923
100053677395923,2155838621458600
100053677395923,100028674397070
100053677395923,100017313669360
100053677395923,100045783225983
100053677395923,61561473827978
100053677395923,61564938007245
100053677395923,100050295917797
100053677395923,100004704511136
100053677395923,100092874405676
100053677395923,100013386572167
100053677395923,100051062040593
100053677395923,100012069631659
100053677395923,100054910423397
100053677395923,100023951380992
100053677395923,100094774144512
100053677395923,100008345610005
100053677395923,100038773770044
100053677395923,100008324950136
100053677395923,100041539920958
100053677395923,61551221232905
100053677395923,100046296480792
100053677395923,100035957405556
100053677395923,100026234840426
100053677395923,100088594703151
100053677395923,100026606032605
100053677395923,100088155348975
100053677395923,61550777121357
100053677395923,100022617162120
100053677395923,61552640409239
100053677395923,100011523067971
100053677395923,100027896165528
100053677395923,100074816495746
100053677395923,100024948593149
100053677395923,100049518101568
100053677395923,61550126819200
100053677395923,100088156207307
100053677395923,100078221063486
100053677395923,100082856597891
100053677395923,100052660100204
100053677395923,100092742712317
100053677395923,100095220515898
100053677395923,100049692880574
100053677395923,100085515082566
100053677395923,100084311477718
100053677395923,100072508836240
100053677395923,100079158353439
100053677395923,61555575823818
100053677395923,100038882689854
100053677395923,61554776668970
100053677395923,100077357386019
100053677395923,100053853641966
100053677395923,100012321823470
100053677395923,100054079831956
100053677395923,100050630497530
100053677395923,100090780053001
100053677395923,100080496498831
100053677395923,100086883931832
100053677395923,100014317358185
100053677395923,100084546131025
61551221232905,100038153348866
61551221232905,61551703232733
61551221232905,61567528293842
61551221232905,100085357846748
61551221232905,100072043896456
61551221232905,100054910423397
61551221232905,100022018094606
61551221232905,100057421786920
61551221232905,100003078803520
61551221232905,100043324862425
61551221232905,100040497994033
61551221232905,100001928784511
61551221232905,100014273507985
61551221232905,100053677395923
61551221232905,100023951380992
61551221232905,100077281223177
61551221232905,100029031125985
61551221232905,100024948593149
61551221232905,100077357386019
100050630497530,100038153348866
100050630497530,61551703232733
100050630497530,100022018094606
100050630497530,100038882689854
100050630497530,61560082322600
100050630497530,100015173311892
100050630497530,100085357846748
100050630497530,100057421786920
100050630497530,100003078803520
100050630497530,100043324862425
100050630497530,100040497994033
100050630497530,100001928784511
100050630497530,100054079831956
100050630497530,100062367816408
100050630497530,100053853641966
100050630497530,100004704511136
100050630497530,61552268211140
100050630497530,100008324950136
100050630497530,100093633027564
100050630497530,100016445409072
100050630497530,100082856597891
100050630497530,61554915431792
100050630497530,100022617162120
100050630497530,61552640409239
100050630497530,61550487225451
100050630497530,100050630497530
100050630497530,100016764784980
100050630497530,100026234840426
100050630497530,100052243085939
100050630497530,100095220515898
100050630497530,100033790355395
100050630497530,100053677395923
100050630497530,61561473827978
100050630497530,100060199256939
100050630497530,100086883931832
100050630497530,100029031125985
100050630497530,100023301432395
100050630497530,100025556970696
100050630497530,100011464279986
100050630497530,100052031357855
100050630497530,61553750056904
100050630497530,61550283796273
100082272285564,100038153348866
100082272285564,61551703232733
100082272285564,61560082322600
100082272285564,100091507358682
100082272285564,61556738729809
100082272285564,100017313669360
100082272285564,100026234840426
100082272285564,100038882689854
100082272285564,100054079831956
100082272285564,100062367816408
100082272285564,100053853641966
100082272285564,100085357846748
100082272285564,100004704511136
100082272285564,61552268211140
100082272285564,100008324950136
100038153348866,61560082322600
100038153348866,100083856866712
100038153348866,61551703232733
100038153348866,100008324950136
100038153348866,61561061384487
100038153348866,100042289609000
100038153348866,100053677395923
100038153348866,61551221232905
100038153348866,100050630497530
100038153348866,100082272285564
100038153348866,100038153348866
100038153348866,61552268211140
100038153348866,100057421786920
100038153348866,100072043896456
100038153348866,61552640409239
100038153348866,100013325687541
100038153348866,100095103133859
100038153348866,100046733839387
100038153348866,100026234840426
100038153348866,100017313669360
100038153348866,100073483181771
100038153348866,100004704511136
100038153348866,100095185989683
100038153348866,61559902904748
100038153348866,100024948593149
100038153348866,100023951380992
100038153348866,100077357386019
61552268211140,100038153348866
61552268211140,61551703232733
61552268211140,100082856597891
61552268211140,61560082322600
61552268211140,100012894038865
61552268211140,61561473827978
61552268211140,61556738729809
61552268211140,61552640409239
61552268211140,100060199256939
61552268211140,100067548376985
61552268211140,100053677395923
61552268211140,100080805487256
61552268211140,100029031125985
61552268211140,100093809927142
61552268211140,61552268211140
61552268211140,100014175103552
61552268211140,100079158353439
61552268211140,100022018094606
61552268211140,100038882689854
61552268211140,100015173311892
61552268211140,100085357846748
61552268211140,61568816541792
61552268211140,100094530871085
61552268211140,100042289609000
61552268211140,100045783225983
61552268211140,100095103133859
61552268211140,100017313669360
61552268211140,100035957405556
61552268211140,100062367816408
61552268211140,100008324950136
61552268211140,100054079831956
61552268211140,100053853641966
61552268211140,100050630497530
61552268211140,100082272285564
61552268211140,100090780053001
61552268211140,100054910423397
61552268211140,100004704511136
61552268211140,100023951380992
61552268211140,100049692880574
61552268211140,100088155348975
61552268211140,100085515082566
61552268211140,100084311477718
61552268211140,100072508836240
61552268211140,100024948593149
61552268211140,100077357386019
61552268211140,100080496498831
61552268211140,61550283796273
61552640409239,100091244434585
61552640409239,100088155348975
61552640409239,100028078485712
61552640409239,100008345610005
61552640409239,100008324950136
61552640409239,61556738729809
61552640409239,61552640409239
61552640409239,100040497994033
61552640409239,100088208283757
61552640409239,100095103133859
61552640409239,100046446772480
61552640409239,61554915431792
61552640409239,100088594703151
61552640409239,100014273507985
61552640409239,100085515082566
61552640409239,61555880259922
61552640409239,100058280664735
61552640409239,100012321823470
61552640409239,100057333633567
61552640409239,61556104888322
61552640409239,100012352123998
61552640409239,100092874405676
100091244434585,61556738729809
100091244434585,100040497994033
100091244434585,61560082322600
100091244434585,100080805487256
100091244434585,61567528293842
100091244434585,100085357846748
100091244434585,100072043896456
100091244434585,100054910423397
100091244434585,100082808707725
100091244434585,61554915431792
100091244434585,100088594703151
100091244434585,100070435053033
100091244434585,61562451763894
100091244434585,100077647720238
100091244434585,100013901134343
100091244434585,100089023634201
100091244434585,61556351535118
100091244434585,100036350019842
100091244434585,100071107759479
100091244434585,61568587877172
100091244434585,100046446772480
100091244434585,100014273507985
100091244434585,100016445409072
100091244434585,100082856597891
100091244434585,100030019039187
100091244434585,100052029754426
100091244434585,100068027373228
100091244434585,100091244434585
100091244434585,100082958383698
100091244434585,100026678832145
100091244434585,100063007507024
100091244434585,100008345610005
100091244434585,100008324950136
100091244434585,100029031125985
100091244434585,100078837252454
100091244434585,100092019707383
100091244434585,61552690064279
100091244434585,100083171010967
100091244434585,100023596429782
100091244434585,61550487225451
100091244434585,100017358190593
100091244434585,100044277190640
100091244434585,100095185989683
100091244434585,61553628396737
100091244434585,100075144037410
100091244434585,100095766662863
100091244434585,100074959581000
100091244434585,100056671788285
100091244434585,100088155348975
100091244434585,61567688163361
100091244434585,100022155574647
100091244434585,100023287521654
100091244434585,100049603982249
100091244434585,100085223787257
100091244434585,61566840697104
100091244434585,100025556970696
100091244434585,100075024616233
100091244434585,61564938007245
100091244434585,61552640409239
100091244434585,100033431448821
100091244434585,61557389442048
100091244434585,100075270155135
100091244434585,100022565809678
100091244434585,100011523067971
100091244434585,100023725792336
100091244434585,100014287474157
100091244434585,100006864640894
100091244434585,100075905346438
100091244434585,100012239161676
100091244434585,100088957940212
100088155348975,61556738729809
100088155348975,100040497994033
100088155348975,61568587877172
100088155348975,100011464279986
100088155348975,100085515082566
100088155348975,100003078803520
100088155348975,100050780864692
100088155348975,100075905346438
100088155348975,100004704511136
100088155348975,100025556970696
100088155348975,100014273507985
100088155348975,100029944395177
100088155348975,100060199256939
100088155348975,100093633027564
100088155348975,100016445409072
100088155348975,100068027373228
100088155348975,100016764784980
100088155348975,100026234840426
100088155348975,100085357846748
100088155348975,61553628396737
100088155348975,100028674397070
100088155348975,100026606032605
100088155348975,100054910423397
100088155348975,100088594703151
100088155348975,100053677395923
100088155348975,100048843586832
100088155348975,100080446945689
100088155348975,100052660100204
100088155348975,100066194261250
100088155348975,100049692880574
100088155348975,61560082322600
100088155348975,100084311477718
100088155348975,100088155348975
100088155348975,61552268211140
100088155348975,61561473827978
100088155348975,100072508836240
100088155348975,100079158353439
100088155348975,100029317205794
100088155348975,100054079831956
100088155348975,100053644844656
100088155348975,100023408178065
100088155348975,100033790355395
100088155348975,100076519573216
